id,description,categories,model,name,brand,url,avatar,image_additional1,image_additional2,image_additional3,image_additional4,price_b2c,price_b2b,TVA,quantity,gen,greutate,latime,lungime,varsta
68212,"Set Magformers cu 30 de piese cu magnet, de formă pătrată și triunghiulară, cu ajutorul cărora copiii pot să contruiască orice modele doresc. Posibilitățile și distracția sunt nelimitate, așa că cei mici pot să își lase imaginația liberă și creativitatea lor va prinde cât mai multe forme. Și fetele merită un set de construit, ele pot fi viitoarele arhitecte! Proiectate și dezvoltate de specialiști de la „Magformers” - liderul global în domeniul jocului de construit cu magnet, și „Clics” - marcă de jucării cu renume în Belgia, Magformers înseamnă mai mult decât o simplă jucărie. Magformers reunește piese și accesorii pentru construit cu magneți, dezvoltând îndemânarea, creativitatea și imaginația. Magformers este o jucărie de construcție pentru fiecare copil, un mod inedit de a îmbina piesele, garantând pentru calitate și diversitate. Magformers oferă piese de bază simple, cu un nivel ridicat de aplicabilitate, dezvoltându-și îndemânarea, înțelegând spațialitatea și geometria. Siguranța este esențială, așadar piesele cu magnet sunt sigure pentru cei mici! Magneții sunt încapsulați în interiorul pieselor, pe toate laturile lor, și poziționati astfel încât polii lor să se atragă, indiferent de modul în care piesele sunt apropiate, ceea ce este un avantaj inedit! Piesele Magformers se pot apropia pentru a construi apoi prin pliere, combinarea de mai multe părți, îndoirea sau extensia unor laturi, astfel că posibilitățile sunt nelimitate. Vârsta recomandată: +3 ani. AVERTISMENT! Contraindicat copiilor sub 3 ani. A se folosi sub directa supraveghere a unei persoane adulte. Producător: Clics toys, Belgia.","De construit||Outlet %","clic-704002","Set magnetic de construit- Magformers Inspire, 30 piese","Clicstoys","https://www.boribon.ro/cumpara/set-magnetic-de-construit-magformers-inspire-30-piese-2942","https://cdnmpro.com/708224949/p/raw/6/set-magnetic-de-construit-magformers-inspire-30-piese~6416.jpg","https://cdnmpro.com/708224949/p/raw/5/set-magnetic-de-construit-magformers-inspire-30-piese~7085.jpg","https://cdnmpro.com/708224949/p/raw/7/set-magnetic-de-construit-magformers-inspire-30-piese~7087.jpg","https://cdnmpro.com/708224949/p/raw/8/set-magnetic-de-construit-magformers-inspire-30-piese~7088.jpg","https://cdnmpro.com/708224949/p/raw/9/set-magnetic-de-construit-magformers-inspire-30-piese~7089.jpg",326,,"tva21",8,"Baiat, Fata","1 kg",,"29 cm","3 - 6, 6 - 9"
68227,"Set magnetic de construit Wow 16 piese Set Magformers cu 16 de piese cu magnet, de formă pătrată și triunghiulară, cu ajutorul cărora copiii pot să contruiască diferite variante de vehicule. Posibilitățile și distracția sunt nelimitate, așa că cei mici pot să își lase libere imaginația și creativitatea lor. Conține piesele geometrice colorate cu magnet, roți și 39 de planșe model, după care se pot face construcții 2D care apoi să fie adaptate în 3D. Un set pentru cei care acum încep să descopere jucăriile stem cu magnet. Proiectate și dezvoltate de specialiști de la „Magformers” - liderul global în domeniul jocului de construit cu magnet, și „Clics” - marcă de jucării cu renume în Belgia, Magformers înseamnă mai mult decât o simplă jucărie. Magformers reunește piese și accesorii pentru construit cu magneți, dezvoltând îndemânarea, creativitatea și imaginația. Magformers este o jucărie de construcție pentru fiecare copil, un mod inedit de a îmbina piesele, garantând pentru calitate și diversitate. Magformers oferă piese de bază simple, cu un nivel ridicat de aplicabilitate, dezvoltându-și îndemânarea, înțelegând spațialitatea și geometria. Siguranța este esențială, așadar piesele cu magnet sunt sigure pentru cei mici! Magneții sunt încapsulați în interiorul pieselor, pe toate laturile lor, și poziționati astfel încât polii lor să se atragă, indiferent de modul în care piesele sunt apropiate, ceea ce este un avantaj inedit! Piesele Magformers se pot apropia pentru a construi apoi prin pliere, combinarea de mai multe părți, îndoirea sau extensia unor laturi, astfel că posibilitățile sunt nelimitate. Vârsta recomandată: +3 ani. AVERTISMENT! Contraindicat copiilor sub 3 ani. A se folosi sub directa supraveghere a unei persoane adulte. Producător: Clics toys, Belgia.","De construit||Outlet %","clic-707004","Set magnetic de construit- Magformers Wow 16 piese","Clicstoys","https://www.boribon.ro/cumpara/set-magnetic-de-construit-magformers-wow-16-piese-2943","https://cdnmpro.com/708224949/p/raw/7/set-magnetic-de-construit-magformers-wow-16-piese~6417.jpg","https://cdnmpro.com/708224949/p/raw/4/set-magnetic-de-construit-magformers-wow-16-piese~7104.jpg","https://cdnmpro.com/708224949/p/raw/6/set-magnetic-de-construit-magformers-wow-16-piese~7106.jpg","https://cdnmpro.com/708224949/p/raw/7/set-magnetic-de-construit-magformers-wow-16-piese~7107.jpg","https://cdnmpro.com/708224949/p/raw/8/set-magnetic-de-construit-magformers-wow-16-piese~7108.jpg",324,,"tva21",2,"","1 kg",,"28 cm","3 - 6, 6 - 9"
68251,"Set Magformers cu 30 de piese cu magnet, de formă pătrată, circulară, pătrate cu cerc interior și triunghi, cu ajutorul cărora copiii pot să contruiască orice modele doresc. Posibilitățile și distracția sunt nelimitate, așa că cei mici pot să își lase imaginația liberă și creativitatea lor va prinde cât mai multe forme. Proiectate și dezvoltate de specialiști de la „Magformers” - liderul global în domeniul jocului de construit cu magnet, și „Clics” - marcă de jucării cu renume în Belgia, Magformers înseamnă mai mult decât o simplă jucărie. Magformers reunește piese și accesorii pentru construit cu magneți, dezvoltând îndemânarea, creativitatea și imaginația. Magformers este o jucărie de construcție pentru fiecare copil, un mod inedit de a îmbina piesele, garantând pentru calitate și diversitate. Magformers oferă piese de bază simple, cu un nivel ridicat de aplicabilitate, dezvoltându-și îndemânarea, înțelegând spațialitatea și geometria. Siguranța este esențială, așadar piesele cu magnet sunt sigure pentru cei mici! Magneții sunt încapsulați în interiorul pieselor, pe toate laturile lor, și poziționati astfel încât polii lor să se atragă, indiferent de modul în care piesele sunt apropiate, ceea ce este un avantaj inedit! Piesele Magformers se pot apropia pentru a construi apoi prin pliere, combinarea de mai multe părți, îndoirea sau extensia unor laturi, astfel că posibilitățile sunt nelimitate. Vârsta recomandată: +3 ani. AVERTISMENT! Contraindicat copiilor sub 3 ani. A se folosi sub directa supraveghere a unei persoane adulte. Producător: Clics toys, Belgia.","De construit||Outlet %","clic-715015","Set magnetic de construit- Magformers Basic Plus 30 set","Clicstoys","https://www.boribon.ro/cumpara/set-magnetic-de-construit-magformers-basic-plus-30-set-2944","https://cdnmpro.com/708224949/p/raw/8/set-magnetic-de-construit-magformers-basic-plus-30-set~6418.jpg","https://cdnmpro.com/708224949/p/raw/2/set-magnetic-de-construit-magformers-basic-plus-30-set~7112.jpg","https://cdnmpro.com/708224949/p/raw/4/set-magnetic-de-construit-magformers-basic-plus-30-set~7114.jpg","https://cdnmpro.com/708224949/p/raw/5/set-magnetic-de-construit-magformers-basic-plus-30-set~7115.jpg","https://cdnmpro.com/708224949/p/raw/7/set-magnetic-de-construit-magformers-basic-plus-30-set~7117.jpg",325,,"tva21",16,"","1 kg",,"28 cm","3 - 6, 6 - 9"
68376,"Set Clicformers cu 30 de piese, cu ajutorul cărora se pot construi forme și modele interesante. Setul conține piesele și instrucțiuni pentru 4 modele de animale cu alb și negru, dar se pot face orice alte construcții se doresc. Proiectate și dezvoltate de specialiști de la „Magformers” - liderul global în domeniul jocului de construit cu magnet, și „Clics” - marcă de jucării cu renume în Belgia, Clicformers înseamnă mai mult decât o simplă jucărie. Sub sloganul „Let’s Click & Play”, Clicformers reunește piese și accesorii pentru construit, dezvoltând îndemânarea, creativitatea și imaginația. Clicformers este o jucărie de construcție pentru fiecare copil, un mod inedit de a îmbina piesele, garantând pentru calitate și diversitate. Utilizând patru metode de combinație unice - CLICK, STACK, FOLD, HOOK, Clicformers permite copiilor să creeze aproape orice își imaginează. Clicformers oferă piese de bază simple, cu un nivel ridicat de aplicabilitate și diverse accesorii care aduc un plus de distracție. Culorile asortate ale acestor componente ajută la creșterea simțul estetic al copiilor. Vârsta recomandată: +4 ani. AVERTISMENT! Contraindicat copiilor sub 3 ani. A se folosi sub directa supraveghere a unei persoane adulte. Producător: Clics toys, Belgia.","De construit","clic-804004","Set de construit Clicformers- Mini Animal Set 30 piese","Clicstoys","https://www.boribon.ro/cumpara/set-de-construit-clicformers-mini-animal-set-30-piese-2945","https://cdnmpro.com/708224949/p/raw/9/set-de-construit-clicformers-mini-animal-set-30-piese~6419.jpg","https://cdnmpro.com/708224949/p/raw/3/set-de-construit-clicformers-mini-animal-set-30-piese~7163.jpg","https://cdnmpro.com/708224949/p/raw/6/set-de-construit-clicformers-mini-animal-set-30-piese~7166.jpg","https://cdnmpro.com/708224949/p/raw/8/set-de-construit-clicformers-mini-animal-set-30-piese~7168.jpg","https://cdnmpro.com/708224949/p/raw/0/set-de-construit-clicformers-mini-animal-set-30-piese~7170.jpg",105,,"tva21",4,"Baiat, Fata","1 kg",,"20 cm","3 - 6, 6 - 9"
71300,"Set cuburi din spuma cu magnet Blockaroo, Barca 10 piese Cuburi pentru construit - sigure, ușoare, versatile Blocurile Blockaroo ™ sunt construite din spumă, conțin în interior magnet pentru a putea fi ușor de folosit la construcții, prin simpla apropiere. Dezvoltate de profesori pentru a fi jucăria STEM perfectă pentru învățarea timpurie, încă de la 18 luni. Sunt prietenoase cu apa, se pot spăla inclusiv în mașina pentru vase și oferă nenumărate variante de joc. Vârsta recomandată: +18 luni. AVERTISMENT! Contraindicat copiilor sub 18 luni. Contine magneti! A se folosi sub directa supraveghere a unei persoane adulte. Asigurati-va ca ati citit toate atentionarile inainte de a inmana jucaria copilului. Acest produs contine magneti. Inghitirea lor poate provoca complicatii care pot duce pana la infectii si moarte. Contactati imediat medicul in caz de inghitire. Nu se pun in foc. Se pot spala in masina de spalat vase sau rufe. Nu lasati copilul sa bage piesele in gura, risc de inghitire. A se inlatura imediat magnetul in cazul desprinderii. A nu se curata cu detergent, inalbitor sau alcool. A nu se depozita in locuri cu umiditate crescuta, in soare sau la temperaturi inalte. A nu se folosi la exterior. A nu se folosi parti dezasamblate, deteriorate, deformate. A nu se taia, dezasambla sau incalzi piesele. A nu se introduce in cuptor sau la microunde. A se pastra departe de obiecte care pot fi afectate magnetic precum TV, ceas, computer, mobil, dispozitiv portabil de stocare. Indepartati ambalajul inainte de a inmana jucaria copilului. Produs certificat international pentru siguranta. Producator: Blue Marble, USA. Import Clics toys, Belgia.","De Bebe||Outlet %","blockaroo_301003","Set cuburi din spuma cu magnet Blockaroo, Barca 10 piese","Clicstoys","https://www.boribon.ro/cumpara/set-cuburi-din-spuma-cu-magnet-blockaroo-barca-10-piese-3004","https://cdnmpro.com/708224949/p/raw/6/set-cuburi-din-spuma-cu-magnet-blockaroo-barca-10-piese~6706.jpg","https://cdnmpro.com/708224949/p/raw/1/set-cuburi-din-spuma-cu-magnet-blockaroo-barca-10-piese~7211.jpg","https://cdnmpro.com/708224949/p/raw/2/set-cuburi-din-spuma-cu-magnet-blockaroo-barca-10-piese~7212.jpg","https://cdnmpro.com/708224949/p/raw/3/set-cuburi-din-spuma-cu-magnet-blockaroo-barca-10-piese~7213.jpg","",179,,"tva21",5,"Baiat, Fata","0.3 kg",,"18.5 cm","3 - 6, 6 - 9"
81526,"Set de construit cu magnet Spaghetteez Cele mai noi forme pentru construit- super flexibile, sigure, ușoare, versatile Faceți clic, răsuciți și creați! Construiește cu cele mai inedite instrumente - Spaghetteez, bețișoare moi, flexibile, de diferite culori și dimensiuni. Ele pot fi ușor răsucite și unite, astfel încât copilul să se poată exprima în cel mai creativ mod. Iar când vreți modele noi, nu e nicio problemă, desfaceți bețișoarele spaghetteez și o luați de la capăt, pentru că se pot folosi ori de câte ori doriți. Conține 70 de bețișosre, o broșura cu instrucțiuni și modele pas cu pas. Vârsta recomandată: + 4 ani. AVERTISMENT! A se folosi sub directa supraveghere a unei persoane adulte. Asigurați-vă că ați citit toate atenționările înainte de a înmâna jucăria copilului. Produs certificat internațional pentru siguranță. Clics toys, Belgia.","De construit||Toate||Jocuri||Educative||Magnetice","Spaghet101001","Set de construit cu magnet Spaghetteez 70 piese","Clicstoys","https://www.boribon.ro/cumpara/set-de-construit-cu-magnet-spaghetteez-70-piese-3136","https://cdnmpro.com/708224949/p/raw/4/set-de-construit-cu-magnet-spaghetteez-70-piese~10054.jpg","https://cdnmpro.com/708224949/p/raw/5/set-de-construit-cu-magnet-spaghetteez-70-piese~7825.jpg","https://cdnmpro.com/708224949/p/raw/7/set-de-construit-cu-magnet-spaghetteez-70-piese~7827.jpg","https://cdnmpro.com/708224949/p/raw/9/set-de-construit-cu-magnet-spaghetteez-70-piese~7829.jpg","https://cdnmpro.com/708224949/p/raw/4/set-de-construit-cu-magnet-spaghetteez-70-piese~7834.jpg",140,,"tva21",3,"Baiat, Fata","1 kg",,"28 cm","3 - 6"
81580,"Set de construit cu magnet Spaghetteez Cele mai noi forme pentru construit- super flexibile, sigure, ușoare, versatile Faceți clic, răsuciți și creați! Construiește cu cele mai inedite instrumente - Spaghetteez, bețișoare moi, flexibile, de diferite culori și dimensiuni. Ele pot fi ușor răsucite și unite, astfel încât copilul să se poată exprima în cel mai creativ mod. Iar când vreți modele noi, nu e nicio problemă, desfaceți bețișoarele spaghetteez și o luați de la capăt, pentru că se pot folosi ori de câte ori doriți. Conține 100 de bețișoare, broșura cu instrucțiuni și modele pas cu pas. Vârsta recomandată: + 4 ani. AVERTISMENT! A se folosi sub directa supraveghere a unei persoane adulte. Asigurați-vă că ați citit toate atenționările înainte de a înmâna jucăria copilului. Produs certificat internațional pentru siguranță. Clics toys, Belgia.","De construit||Toate||Jocuri||Educative||Magnetice","Spaghet101002","Set de construit cu magnet Spaghetteez 100 piese","Clicstoys","https://www.boribon.ro/cumpara/set-de-construit-cu-magnet-spaghetteez-100-piese-3137","https://cdnmpro.com/708224949/p/raw/3/set-de-construit-cu-magnet-spaghetteez-100-piese~10053.jpg","https://cdnmpro.com/708224949/p/raw/3/set-de-construit-cu-magnet-spaghetteez-100-piese~6983.jpg","https://cdnmpro.com/708224949/p/raw/9/set-de-construit-cu-magnet-spaghetteez-100-piese~7849.jpg","https://cdnmpro.com/708224949/p/raw/1/set-de-construit-cu-magnet-spaghetteez-100-piese~7851.jpg","https://cdnmpro.com/708224949/p/raw/2/set-de-construit-cu-magnet-spaghetteez-100-piese~7852.jpg",181,,"tva21",0,"","1 kg",,"33 cm","3 - 6"
81583,"Cele mai noi forme pentru construit- super flexibile, sigure, ușoare, versatile Construiește cu cele mai inedite instrumente- piesele Clixo sunt moi, ușoare, flexibile, pot fi îmbinate prin apropierea magneților, creând nenumărate forme. Faceți clic și proiectați! Iar când vreți modele noi, nu e nicio problemă, desfaceți piesele clixo și o luați de la capăt, pentru că se pot folosi de oricâte ori doriți. Conține 18 piese. Dezvoltă joaca liberă, motricitatea, imaginația. Vârsta recomandată: + 4 ani. AVERTISMENT! A se folosi sub directa supraveghere a unei persoane adulte. Asigurați-vă că ați citit toate atenționările înainte de a înmâna jucăria copilului. Produs certificat internațional pentru siguranță. Producator: Clics toys, Belgia.","De construit||Toate||Jocuri||Promotii||Magnetice","clixo201002","Set Clixo de construit cu magnet, Itsy pack Blue-Green 18","Clicstoys","https://www.boribon.ro/cumpara/set-clixo-de-construit-cu-magnet-itsy-pack-blue-green-18-3138","https://cdnmpro.com/708224949/p/raw/6/set-clixo-de-construit-cu-magnet-itsy-pack-blue-green-18~6986.jpg","https://cdnmpro.com/708224949/p/raw/4/set-clixo-de-construit-cu-magnet-itsy-pack-blue-green-18~7874.jpg","https://cdnmpro.com/708224949/p/raw/6/set-clixo-de-construit-cu-magnet-itsy-pack-blue-green-18~7876.jpg","https://cdnmpro.com/708224949/p/raw/9/set-clixo-de-construit-cu-magnet-itsy-pack-blue-green-18~7879.jpg","https://cdnmpro.com/708224949/p/raw/2/set-clixo-de-construit-cu-magnet-itsy-pack-blue-green-18~7882.jpg",238,,"tva21",0,"Baiat, Fata","1 kg",,"14 cm","3 - 6, 6 - 9"
81593,"Cele mai noi forme pentru construit- super flexibile, sigure, ușoare, versatile Construiește cu cele mai inedite instrumente- piesele Clixo sunt moi, ușoare, flexibile, care pot fi îmbinate cu magneții din capete prin simpla apropiere, creând nenumărate forme. Faceți clic și proiectați! Iar când vreți modele noi, nu e nicio problemă, desfaceți piesele Clixo și o luați de la capăt, pentru că se pot folosi de oricâte ori doriți. Conține 18 piese. Dezvoltă joaca liberă, motricitatea, imaginația. Vârsta recomandată: + 4 ani. AVERTISMENT! A se folosi sub directa supraveghere a unei persoane adulte. Asigurați-vă că ați citit toate atenționările înainte de a înmâna jucăria copilului. Produs certificat internațional pentru siguranță. Producator: Clics toys, Belgia.","De construit||Outlet %","clixo201003","Set Clixo de construit cu magnet, Itsy pack Flamingo-Turquoise 18","Clicstoys","https://www.boribon.ro/cumpara/set-clixo-de-construit-cu-magnet-itsy-pack-flamingo-turquoise-18-3139","https://cdnmpro.com/708224949/p/raw/8/set-clixo-de-construit-cu-magnet-itsy-pack-flamingo-turquoise-18~6988.jpg","https://cdnmpro.com/708224949/p/raw/4/set-clixo-de-construit-cu-magnet-itsy-pack-flamingo-turquoise-18~7884.jpg","https://cdnmpro.com/708224949/p/raw/5/set-clixo-de-construit-cu-magnet-itsy-pack-flamingo-turquoise-18~7885.jpg","https://cdnmpro.com/708224949/p/raw/7/set-clixo-de-construit-cu-magnet-itsy-pack-flamingo-turquoise-18~7887.jpg","https://cdnmpro.com/708224949/p/raw/9/set-clixo-de-construit-cu-magnet-itsy-pack-flamingo-turquoise-18~7889.jpg",238,,"tva21",0,"Baiat, Fata","1 kg",,"14 cm","3 - 6, 6 - 9"
81971,"Cele mai noi forme pentru construit- super flexibile, sigure, ușoare, versatile Construiește cu cele mai inedite instrumente- piesele Clixo sunt moi, ușoare, flexibile, care pot fi îmbinate prin apropierea magneților, creând nenumărate forme. Faceți clic și proiectați! Iar când vreți modele noi, nu e nicio problemă, desfaceți piesele clixo și o luați de la capăt, pentru că se pot folosi de oricâte ori doriți. Conține 30 piese. Dezvoltă joaca liberă, motricitatea, imaginația. Vârsta recomandată: + 4 ani. AVERTISMENT! A se folosi sub directa supraveghere a unei persoane adulte. Asigurați-vă că ați citit toate atenționările înainte de a înmâna jucăria copilului. Produs certificat internațional pentru siguranță. Producator: Clics toys, Belgia.","De construit||Outlet %","clixo201005","Set Clixo de construit cu magnet, Itsy pack Blue-Green 30","Clicstoys","https://www.boribon.ro/cumpara/set-clixo-de-construit-cu-magnet-itsy-pack-blue-green-30-3140","https://cdnmpro.com/708224949/p/raw/0/set-clixo-de-construit-cu-magnet-itsy-pack-blue-green-30~6990.jpg","https://cdnmpro.com/708224949/p/raw/7/set-clixo-de-construit-cu-magnet-itsy-pack-blue-green-30~7897.jpg","https://cdnmpro.com/708224949/p/raw/9/set-clixo-de-construit-cu-magnet-itsy-pack-blue-green-30~7899.jpg","https://cdnmpro.com/708224949/p/raw/2/set-clixo-de-construit-cu-magnet-itsy-pack-blue-green-30~7902.jpg","https://cdnmpro.com/708224949/p/raw/4/set-clixo-de-construit-cu-magnet-itsy-pack-blue-green-30~7904.jpg",371,,"tva21",0,"Baiat, Fata","1 kg",,"21 cm","3 - 6, 6 - 9"
81985,"Cele mai noi forme pentru construit - super flexibile, sigure, ușoare, versatile Construiește cu cele mai inedite instrumente- piesele Clixo sunt moi, ușoare, flexibile, care pot fi îmbinate cu magneții din capete prin simpla apropiere, creând nenumărate forme. Faceți clic și proiectați! Iar când vreți modele noi, nu e nicio problemă, desfaceți piesele Clixo și o luați de la capăt, pentru că se pot folosi de oricâte ori doriți. Conține 30 piese. Dezvoltă joaca liberă, motricitatea, imaginația. Vârsta recomandată: + 4 ani. AVERTISMENT! A se folosi sub directa supraveghere a unei persoane adulte. Asigurați-vă că ați citit toate atenționările înainte de a înmâna jucăria copilului. Produs certificat internațional pentru siguranță. Producator: Clics toys, Belgia.","De construit||Outlet %","clixo201006","Set Clixo de construit cu magnet, Itsy pack Flamingo-Turquoise 30","Clicstoys","https://www.boribon.ro/cumpara/set-clixo-de-construit-cu-magnet-itsy-pack-flamingo-turquoise-30-3141","https://cdnmpro.com/708224949/p/raw/3/set-clixo-de-construit-cu-magnet-itsy-pack-flamingo-turquoise-30~6993.jpg","https://cdnmpro.com/708224949/p/raw/2/set-clixo-de-construit-cu-magnet-itsy-pack-flamingo-turquoise-30~7922.jpg","https://cdnmpro.com/708224949/p/raw/4/set-clixo-de-construit-cu-magnet-itsy-pack-flamingo-turquoise-30~7924.jpg","https://cdnmpro.com/708224949/p/raw/6/set-clixo-de-construit-cu-magnet-itsy-pack-flamingo-turquoise-30~7926.jpg","https://cdnmpro.com/708224949/p/raw/7/set-clixo-de-construit-cu-magnet-itsy-pack-flamingo-turquoise-30~7927.jpg",371,,"tva21",1,"Baiat, Fata","1 kg",,"21 cm","3 - 6, 6 - 9"
81999,"Joc de construit cu 26 de piese cu magnet, de diferite forme, culori și mărimi, cu ajutorul cărora cei mici pot construi vehicule de toate felurile! Piesele cu magnet încorporat trebuie doar să fie apropiate una de alta, și astfel se ~fixează~ și permit nenumărate combinații. Proiectate și dezvoltate de specialiști de la „Magformers” - liderul global în domeniul jocului de construit cu magnet, și „Clics” - marcă de jucării cu renume în Belgia, jucariile cu magneti Stick-O au fost concepute special pentru cei mici. Stick-O reunește piese și accesorii pentru construit, dezvoltând îndemânarea, creativitatea și imaginația, inca de la cele mai mici varste. Oferă piese de bază simple, cu un nivel ridicat de aplicabilitate și diverse accesorii care aduc un plus de distracție. Culorile asortate ale acestor componente ajută la creșterea simțul estetic al copiilor. Siguranta este insa pe primul loc, astfel ca magnetii sunt incastrati in interiorul pieselor, fiind evitat riscul de a fi inghititi. Inedit este si faptul ca magnetii sunt pozitionati astfel incat se pot roti automat, pentru a respecta polaritatea necesara atragerii si ~lipirii~ pieselor, indiferent de cum sunt apropiate. Vârsta recomandată: +3 ani. AVERTISMENT! Contraindicat copiilor sub 3 ani. Contine magneți! A se folosi sub directa supraveghere a unei persoane adulte. Producător: Clics toys, Belgia.","De Bebe||Outlet %","clic-902004","Joc cu magneti Stick-O, Set de construit vehicule, 26 piese","Clicstoys","https://www.boribon.ro/cumpara/joc-cu-magneti-stick-o-set-de-construit-vehicule-26-piese-3142","https://cdnmpro.com/708224949/p/raw/6/joc-cu-magneti-stick-o-set-de-construit-vehicule-26-piese~6996.jpg","https://cdnmpro.com/708224949/p/raw/3/joc-cu-magneti-stick-o-set-de-construit-vehicule-26-piese~7943.jpg","https://cdnmpro.com/708224949/p/raw/5/joc-cu-magneti-stick-o-set-de-construit-vehicule-26-piese~7945.jpg","https://cdnmpro.com/708224949/p/raw/7/joc-cu-magneti-stick-o-set-de-construit-vehicule-26-piese~7947.jpg","https://cdnmpro.com/708224949/p/raw/0/joc-cu-magneti-stick-o-set-de-construit-vehicule-26-piese~7950.jpg",305,,"tva21",0,"Baiat, Fata","1 kg",,"25 cm","3 - 6"
82018,"Set Magformers cu 33 de piese cu magnet cu ajutorul cărora copiii pot să contruiască. Posibilitățile și distracția sunt nelimitate, așa că cei mici pot să își lase imaginația liberă și creativitatea lor va prinde cât mai multe forme. Conține piesele geometrice colorate- cu magnet și cartonașe model, după care se pot face construcții 3D. Proiectate și dezvoltate de specialiști de la „Magformers” - liderul global în domeniul jocului de construit cu magnet, și „Clics” - marcă de jucării cu renume în Belgia, Magformers înseamnă mai mult decât o simplă jucărie. Magformers reunește piese și accesorii pentru construit cu magneți, dezvoltând îndemânarea, creativitatea și imaginația. Magformers este o jucărie de construcție pentru fiecare copil, un mod inedit de a îmbina piesele, garantând pentru calitate și diversitate. Magformers oferă piese de bază simple, cu un nivel ridicat de aplicabilitate, dezvoltându-și îndemânarea, înțelegând spațialitatea și geometria. Siguranța este esențială, așadar piesele cu magnet sunt sigure pentru cei mici! Magneții sunt încapsulați în interiorul pieselor, pe toate laturile lor, și poziționati astfel încât polii lor să se atragă, indiferent de modul în care piesele sunt apropiate, ceea ce este un avantaj inedit! Piesele Magformers se pot apropia pentru a construi apoi prin pliere, combinarea de mai multe părți, îndoirea sau extensia unor laturi, astfel că posibilitățile sunt nelimitate. Vârsta recomandată: +3 ani. AVERTISMENT! Contraindicat copiilor sub 3 ani. A se folosi sub directa supraveghere a unei persoane adulte. Producător: Clics toys, Belgia.","De construit||Outlet %","clic-705011","Set de construit Magformers- Casa Milo, 33 piese","Clicstoys","https://www.boribon.ro/cumpara/set-de-construit-magformers-casa-milo-33-piese-3143","https://cdnmpro.com/708224949/p/raw/8/set-de-construit-magformers-casa-milo-33-piese~6998.jpg","https://cdnmpro.com/708224949/p/raw/6/set-de-construit-magformers-casa-milo-33-piese~7986.jpg","https://cdnmpro.com/708224949/p/raw/8/set-de-construit-magformers-casa-milo-33-piese~7988.jpg","","",300,,"tva21",4,"Baiat, Fata","2 kg",,"29 cm","3 - 6, 6 - 9"
82033,"Set Magformers cu 33 de piese cu magnet cu ajutorul cărora copiii pot să contruiască. Posibilitățile și distracția sunt nelimitate, așa că cei mici pot să își lase imaginația liberă și creativitatea lor va prinde cât mai multe forme. Conține piesele geometrice colorate- cu magnet și cartonașe model, după care se pot face construcții 3D- un set pentru cei care acum încep să descopere jucăriile stem cu magnet. Proiectate și dezvoltate de specialiști de la „Magformers” - liderul global în domeniul jocului de construit cu magnet, și „Clics” - marcă de jucării cu renume în Belgia, Magformers înseamnă mai mult decât o simplă jucărie. Magformers reunește piese și accesorii pentru construit cu magneți, dezvoltând îndemânarea, creativitatea și imaginația. Magformers este o jucărie de construcție pentru fiecare copil, un mod inedit de a îmbina piesele, garantând pentru calitate și diversitate. Magformers oferă piese de bază simple, cu un nivel ridicat de aplicabilitate, dezvoltându-și îndemânarea, înțelegând spațialitatea și geometria. Siguranța este esențială, așadar piesele cu magnet sunt sigure pentru cei mici! Magneții sunt încapsulați în interiorul pieselor, pe toate laturile lor, și poziționati astfel încât polii lor să se atragă, indiferent de modul în care piesele sunt apropiate, ceea ce este un avantaj inedit! Piesele Magformers se pot apropia pentru a construi apoi prin pliere, combinarea de mai multe părți, îndoirea sau extensia unor laturi, astfel că posibilitățile sunt nelimitate. Vârsta recomandată: +3 ani. AVERTISMENT! Contraindicat copiilor sub 3 ani. A se folosi sub directa supraveghere a unei persoane adulte. Producător: Clics toys, Belgia.","De construit||Outlet %","clic-705010","Set de construit Magformers- Bucatarie, 33 piese","Clicstoys","https://www.boribon.ro/cumpara/set-de-construit-magformers-bucatarie-33-piese-3146","https://cdnmpro.com/708224949/p/raw/4/set-de-construit-magformers-bucatarie-33-piese~7004.jpg","https://cdnmpro.com/708224949/p/raw/7/set-de-construit-magformers-bucatarie-33-piese~7997.jpg","https://cdnmpro.com/708224949/p/raw/9/set-de-construit-magformers-bucatarie-33-piese~7999.jpg","https://cdnmpro.com/708224949/p/raw/0/set-de-construit-magformers-bucatarie-33-piese~8000.jpg","",300,,"tva21",3,"Baiat, Fata","2 kg",,"29 cm","3 - 6, 6 - 9"
