launch_role,sku,title,vendor,product_type,age_range,supplier_price_b2c_ron,supplier_price_b2b_ron,supplier_qty,weight_kg,length_cm,width_cm,skills,short_angle_ro,key_benefits,description,main_image,image_urls,supplier_url,bundle_theme,bundle_discount,bundle_items
HERO,0857853001841,"Kit STEM Energie hidroelectrica, Thames & Kosmos",Thames & Kosmos,Electronics/Circuits,"6 - 9, 9+",308.0,,8,,,,"circuite electrice,cauză-efect,gândire tehnică,experimente","Construiește și programează pas cu pas, cu proiecte clare pentru acasă sau școală.","logică,programare,rezolvare de probleme,creativitate","Kit STEM Energie hidroelectrică Energia hidroelectrică a fost folosită timp de sute de ani în morile de apă, iar în prezent este folosită în mod obișnuit pentru a genera electricitate în aplicații precum barajele hidroelectrice și centralele de energie maremotrice. Explorează puterea apei construind modele și efectuând experimente cu ele. Află cum sunt utilizate diferite dispozitive pentru a extrage energie utilă din apa în mișcare - de la o roată de apă într-un mic pârâu până la o turbină uriașă într-o centrală electrică maremotrică. Alcătuiește o roată hidraulică, o moară fierăstrău și o moară cu ciocane pentru a valorifica energia apei în mișcare și a efectua diferite tipuri de muncă fizică. Cercetează proprietățile fascinante ale apei prin efectuarea de experimente care implică tensiunea superficială, aderența și coeziunea. Învață despre presiunea apei construind un turn de apă, vase comunicante și o fântână cu apă. Construiește o centrală hidroelectrică pentru a genera electricitate și a aprinde un LED. Află de unde provine energia din valurile oceanului, maree și râuri și descoperă cum se poate genera electricitate din ele. Manualul de experimente în culori, cu 32 de pagini, oferă instrucțiuni ilustrate și informații științifice. Kitul conține 105 piese, 12 experimente, manual cu instrucțiuni.Vârsta recomandată: 8+ ani. Premiul Alegerea părinților Confecționat din plastic. Conform reglementarilor EN71&ASTM.AVERTISMENT: Contraindicat copiilor sub 3 ani, conține piese mici. Se recomandă supravegherea copilului de către un adult în timpul jocului. Citiți instrucțiunile înainte de utilizare, urmați-le și păstrați-le pentru referință.Produs in Taiwan pentru Thames & Kosmos, Anglia. Manual Kit STEM Energie hidroelectrica, Thames & Kosmos - descarca fisier",https://cdnmpro.com/708224949/p/raw/5/kit-stem-energie-hidroelectrica-thames-kosmos~12245.jpg,https://cdnmpro.com/708224949/p/raw/5/kit-stem-energie-hidroelectrica-thames-kosmos~12245.jpg|https://cdnmpro.com/708224949/p/raw/6/kit-stem-energie-hidroelectrica-thames-kosmos~12246.jpg|https://cdnmpro.com/708224949/p/raw/7/kit-stem-energie-hidroelectrica-thames-kosmos~12247.jpg|https://cdnmpro.com/708224949/p/raw/8/kit-stem-energie-hidroelectrica-thames-kosmos~12248.jpg|https://cdnmpro.com/708224949/p/raw/9/kit-stem-energie-hidroelectrica-thames-kosmos~12249.jpg,https://www.boribon.ro/cumpara/kit-stem-energie-hidroelectrica-thames-kosmos-4413,Electricitate pentru începători,10%,"Kit STEM Roboti inteligenti, Genius Toy (4716503041612); Kit STEM Set volumetric, Genius Toy (4716503310442); Kit STEM Camion de santier de asamblat si manevrat, Fischertechnik (4048962549294)"
HERO,4048962316247,"Kit STEM Cursa cu obstacole Dynamic XM, Fischertechnik",Fischertechnik,Electronics/Circuits,"6 - 9, 9+",308.0,,8,,,,"circuite electrice,cauză-efect,gândire tehnică,experimente","Construiește și programează pas cu pas, cu proiecte clare pentru acasă sau școală.","logică,programare,rezolvare de probleme,creativitate","Kit STEM Cursa cu obstacole cu bila metalica Dynamic XM Cu acest kit de construcție, distracția și acțiunea sunt garantate! După ce au fost catapultate pe rampa de lansare, bilele sar și aterizează în pâlnia rotativă. Pentru a asigura aterizarea corectă a bilelor în tava de colectare, rampa de lansare poate fi reglată în jurul a trei axe. În total, trei modele distincte pot fi construite cu acest set. Descoperă lumea fascinantă și creativă a cursei cu obstacole Fischertechnik! Poate fi combinat cu seturile de construit 536620 Dynamic S, 533872 Dynamic M și 536621 Dynamic L2 Instrucțiuni de asamblare pentru a construi 3 modele de circuite, complexe și originale. Conține 280 de piese. Vârsta recomandată: +7 ani. Confecționat din plastic. Conform reglementarilor EN71&ASTM.AVERTISMENT: Contraindicat copiilor sub 3 ani, conține piese mici. Se recomandă supravegherea copilului de către un adult în timpul jocului. Citiți instrucțiunile înainte de utilizare, urmați-le și păstrați-le pentru referință.Produs in Germania de Fischertechnik.",https://cdnmpro.com/708224949/p/raw/4/kit-stem-cursa-cu-obstacole-dynamic-xm-fischertechnik~12004.jpg,https://cdnmpro.com/708224949/p/raw/4/kit-stem-cursa-cu-obstacole-dynamic-xm-fischertechnik~12004.jpg|https://cdnmpro.com/708224949/p/raw/5/kit-stem-cursa-cu-obstacole-dynamic-xm-fischertechnik~12005.jpg|https://cdnmpro.com/708224949/p/raw/6/kit-stem-cursa-cu-obstacole-dynamic-xm-fischertechnik~12006.jpg|https://cdnmpro.com/708224949/p/raw/7/kit-stem-cursa-cu-obstacole-dynamic-xm-fischertechnik~12007.jpg|https://cdnmpro.com/708224949/p/raw/8/kit-stem-cursa-cu-obstacole-dynamic-xm-fischertechnik~12008.jpg,https://www.boribon.ro/cumpara/kit-stem-cursa-cu-obstacole-dynamic-xm-fischertechnik-4387,Electricitate pentru începători,10%,"Kit STEM Construieste mecanisme propulsate cu apa, Genius Toy (4716503070773); Set magnetic de construit 125 piese, Cleverclixx (6152121274274); Kit STEM de construit si explorat Universal Max, Fischertechnik (4048962516654)"
HERO,4048962316223,"Kit STEM Energie Solara, Fischertechnik",Fischertechnik,Renewable Energy,"6 - 9, 9+",181.0,,25,,,,"energie verde,știința energiei,proiecte,curiozitate","Construiește și programează pas cu pas, cu proiecte clare pentru acasă sau școală.","logică,programare,rezolvare de probleme,creativitate","Kit STEM Energie Solara Kit de construcție STEM prin intermediul căruia copiii dobândesc în mod ludic primele cunoștințe despre energia regenerabilă. Rotorul solar, o combinație de celulă solară și motor, este piesa centrală a celor trei modele și face ca elicea să se rotească folosind puterea soarelui. Modelele de elicopter, bărcuță pneumatică și ventilator sunt puse în mișcare cu ajutorul energiei solare. Figurina FischertechNik inclusă aduce un plus de distracție. Alimentat cu energie solarăRotor solar funcțional Conține 80 de piese, instrucțiuni de asamblare. Vârsta recomandată: +7 ani. Confecționat din plastic și metal. Conform reglementarilor EN71&ASTM.AVERTISMENT: Contraindicat copiilor sub 3 ani, conține piese mici. Se recomandă supravegherea copilului de către un adult în timpul jocului. Citiți instrucțiunile înainte de utilizare, urmați-le și păstrați-le pentru referință.Produs in Germania de Fischertechnik.",https://cdnmpro.com/708224949/p/raw/1/kit-stem-energie-solara-fischertechnik~11921.jpg,https://cdnmpro.com/708224949/p/raw/1/kit-stem-energie-solara-fischertechnik~11921.jpg|https://cdnmpro.com/708224949/p/raw/2/kit-stem-energie-solara-fischertechnik~11922.jpg|https://cdnmpro.com/708224949/p/raw/3/kit-stem-energie-solara-fischertechnik~11923.jpg|https://cdnmpro.com/708224949/p/raw/4/kit-stem-energie-solara-fischertechnik~11924.jpg|https://cdnmpro.com/708224949/p/raw/5/kit-stem-energie-solara-fischertechnik~11925.jpg,https://www.boribon.ro/cumpara/kit-stem-energie-solara-fischertechnik-4379,Green Energy Pack,10%,"Instrument muzical Pian electronic Djeco (3070900060067); Kit STEM Telescop, Thames & Kosmos (5060282510432); Kit STEM Principiile mecanicii, Fischertechnik (4048962492767)"
HERO,4048962229721,"Kit STEM Sisteme pneumatice, Fischertechnik",Fischertechnik,Renewable Energy,"6 - 9, 9+",391.0,,6,,,,"energie verde,știința energiei,proiecte,curiozitate","Construiește și programează pas cu pas, cu proiecte clare pentru acasă sau școală.","logică,programare,rezolvare de probleme,creativitate","Kit STEM Sisteme pneumatice, Modele alimentate cu energie pneumatica Setul de construcție Puterea pneumatică adoptă o abordare de învățare prin joc a principiilor pneumatice, prin intermediul unor modele realiste care indică funcționalitatea supapelor și cilindrilor pneumatici. Aerul este pompat manual într-o cameră de aer. Apăsarea supapelor manuale transportă aerul comprimat prin furtunuri în cilindrul pneumatic. Se pot construi un excavator și alte patru modele. Instrucțiuni de asamblare pentru a construi 5 modele alimentate cu energie pneumatica. Conține 200 de piese. Vârsta recomandată: +8 ani. Confecționat din plastic. Conform reglementarilor EN71&ASTM.AVERTISMENT: Contraindicat copiilor sub 3 ani, conține piese mici. Se recomandă supravegherea copilului de către un adult în timpul jocului. Citiți instrucțiunile înainte de utilizare, urmați-le și păstrați-le pentru referință.Produs in Germania de Fischertechnik.",https://cdnmpro.com/708224949/p/raw/3/kit-stem-sisteme-pneumatice-fischertechnik~12083.jpg,https://cdnmpro.com/708224949/p/raw/3/kit-stem-sisteme-pneumatice-fischertechnik~12083.jpg|https://cdnmpro.com/708224949/p/raw/4/kit-stem-sisteme-pneumatice-fischertechnik~12084.jpg|https://cdnmpro.com/708224949/p/raw/5/kit-stem-sisteme-pneumatice-fischertechnik~12085.jpg|https://cdnmpro.com/708224949/p/raw/6/kit-stem-sisteme-pneumatice-fischertechnik~12086.jpg|https://cdnmpro.com/708224949/p/raw/7/kit-stem-sisteme-pneumatice-fischertechnik~12087.jpg,https://www.boribon.ro/cumpara/kit-stem-sisteme-pneumatice-fischertechnik-4394,Green Energy Pack,10%,"Instrument muzical Pian electronic Djeco (3070900060067); Kit STEM Laborator de spionaj: Kit de investigare, Thames & Kosmos (0814743017634); Kit STEM Tractor de asamblat si manevrat, Fischertechnik (4048962549317)"
HERO,0814743017634,"Kit STEM Laborator de spionaj: Kit de investigare, Thames & Kosmos",Thames & Kosmos,Science/Lab,"6 - 9, 9+",232.0,,36,,,,"metoda științifică,observație,experimente,curiozitate","Construiește și programează pas cu pas, cu proiecte clare pentru acasă sau școală.","logică,programare,rezolvare de probleme,creativitate","Kit STEM Laborator de spionaj: Kit de investigare Puteți identifica un lichid sau o pulbere necunoscută? Ce secrete devin vizibile sub o lumină UV? Cum se analizează amprentele digitale, solul, cerneala și probele de scris de mână? Asumați-vă rolul unui cercetător criminalistic pentru a afla! Efectuați experimente pe probe de laborator folosind tehnici chimice și fizice. Analizați solide și lichide, preparați o soluție fluorescentă, inspectați cerneala invizibilă, ridicați amprente, căutați bancnote false și examinați cerneala folosind cromatografia. Experimentele sunt însoțite de povești captivante despre mistere și crime inventate care trebuie rezolvate. Examinați probe în laboratorEfectuați experimente fascinanteDescoperiți secrete ascunse cu ajutorul lanternei UV, a prafului pentru amprente, a benzilor de testare a pH-ului și multe alteleFolosiți instrumentele și echipamentele pentru a analiza dovezile și a rezolva cazulEfectuați experimente pe probe folosind procese chimice și fiziceAnalizați dovezile pentru a rezolva mistere și crime imaginareClemele din plastic fixează echipamentul sau notițele pentru acces fără mâini liber Baterii necesare: AAA (1) Vârsta recomandată: 8 - 12 ani. Premii 2023 Toy Insider Topul jucăriilor de vacanță Confecționat din carton și plastic. Conform reglementarilor EN71&ASTM.AVERTISMENT: Contraindicat copiilor sub 3 ani, conține piese mici. Se recomandă supravegherea copilului de către un adult în timpul jocului. Citiți instrucțiunile înainte de utilizare, urmați-le și păstrați-le pentru referință.Produs in Taiwan pentru Thames & Kosmos, Anglia. Manual Kit STEM Laborator de spionaj Thames & Kosmos - vezi fisier",https://cdnmpro.com/708224949/p/raw/5/kit-stem-laborator-de-spionaj-kit-de-investigare-thames-kosmos~11295.jpg,https://cdnmpro.com/708224949/p/raw/5/kit-stem-laborator-de-spionaj-kit-de-investigare-thames-kosmos~11295.jpg|https://cdnmpro.com/708224949/p/raw/3/kit-stem-laborator-de-spionaj-kit-de-investigare-thames-kosmos~11293.jpg|https://cdnmpro.com/708224949/p/raw/4/kit-stem-laborator-de-spionaj-kit-de-investigare-thames-kosmos~11294.jpg|https://cdnmpro.com/708224949/p/raw/6/kit-stem-laborator-de-spionaj-kit-de-investigare-thames-kosmos~11296.jpg|https://cdnmpro.com/708224949/p/raw/5/kit-stem-laborator-de-spionaj-kit-de-investigare-thames-kosmos~14985.jpg,https://www.boribon.ro/cumpara/kit-stem-laborator-de-spionaj-kit-de-investigare-thames-kosmos-4215,Mini Lab Pack,10%,"Kit STEM de construit si explorat Universal Max, Fischertechnik (4048962516654); Kit STEM Cursa cu bile metalice - Booster, Fischertechnik (4048962516586); Kit STEM Sisteme pneumatice, Fischertechnik (4048962229721)"
HERO,4048962458565,"Kit STEM Masina de pompieri, Fischertechnik",Fischertechnik,Science/Lab,"6 - 9, 9+",617.0,,11,,,,"metoda științifică,observație,experimente,curiozitate","Construiește și programează pas cu pas, cu proiecte clare pentru acasă sau școală.","logică,programare,rezolvare de probleme,creativitate","Kit STEM Masina de interventie pompieri 4 modele fantastice, pentru a realiza fapte eroice și a salva orașe întregi. Setul de construcție include un adaptor pentru o sticlă PET convențională, care se instalatează în model pentru a fi folosită ca rezervor de apă. Acest lucru îi învață pe copii importanța sustenabilității și faptul că obiectele de zi cu zi pot avea multe alte utilizări. O pompă de aer este folosită pentru a presuriza sticla PET umplută cu apă. Atunci când se deschide supapa, apa se pulverizează prin furtunul de incendiu conectat. Un mod educativ și distractiv pentru copii de a învăța despre relația dintre presiunea aerului și cea a apei. Împreună cu omulețul inclus, fischertechNik, copiii trăiesc multe aventuri interesante: sunt experimentate misiuni eroice, sunt stinse incendii și sunt salvați oameni. Instrucțiuni de asamblare pentru a construi 4 modele de mașini de intervenție pentru pompieri. Conține 322 de piese de asamblat între care cilindru pneumatic cu supapă de reținere, supapă manuală, furtun pneumatic, adaptor pentru sticlă PET, pulverizatoare de apă, vehicul cu direcție. Vârsta recomandată: +7 ani. Confecționat din plastic. Conform reglementarilor EN71&ASTM.AVERTISMENT: Contraindicat copiilor sub 3 ani, conține piese mici. Se recomandă supravegherea copilului de către un adult în timpul jocului. Citiți instrucțiunile înainte de utilizare, urmați-le și păstrați-le pentru referință.Produs in Germania de Fischertechnik.",https://cdnmpro.com/708224949/p/raw/2/kit-stem-masina-de-pompieri-fischertechnik~11962.jpg,https://cdnmpro.com/708224949/p/raw/2/kit-stem-masina-de-pompieri-fischertechnik~11962.jpg|https://cdnmpro.com/708224949/p/raw/3/kit-stem-masina-de-pompieri-fischertechnik~11963.jpg|https://cdnmpro.com/708224949/p/raw/4/kit-stem-masina-de-pompieri-fischertechnik~11964.jpg|https://cdnmpro.com/708224949/p/raw/5/kit-stem-masina-de-pompieri-fischertechnik~11965.jpg|https://cdnmpro.com/708224949/p/raw/6/kit-stem-masina-de-pompieri-fischertechnik~11966.jpg,https://www.boribon.ro/cumpara/kit-stem-masina-de-pompieri-fischertechnik-4382,Mini Lab Pack,10%,"Kit STEM Set Constructor, Fischertechnik (4048962458527); Kit STEM Proiector Planetarium, Thames & Kosmos (0814743017931); Kit STEM Energie Solara, Fischertechnik (4048962316223)"
HERO,4048962516647,"Kit STEM cu modele interactive Universal Pro, Fischertechnik",Fischertechnik,Science/Lab,"6 - 9, 9+",284.0,,12,,,,"metoda științifică,observație,experimente,curiozitate","Construiește și programează pas cu pas, cu proiecte clare pentru acasă sau școală.","logică,programare,rezolvare de probleme,creativitate","Kit STEM cu modele interactive Universal Pro Kit de construcție entry-level, permite micilor ingineri să descopere principiile tehnice de bază cu ajutorul unor modele amuzante, cum ar fi un lansator de avioane de hârtie, un labirint și o mașină de pictat ouă. Varietatea de blocuri de construcție în culori noi și piese turnate inovatoare deschide noi posibilități de proiectare. Universal Pro nu promovează doar creativitatea, ci și înțelegerea tehnică a minților tinere. O jucărie distractivă și educativă care deschide lumea tehnologiei într-un mod jucăuș. Conține 217 de piese, 10 modele. Vârsta recomandată: +7 ani. Confecționat din plastic. Conform reglementarilor EN71&ASTM.AVERTISMENT: Contraindicat copiilor sub 3 ani, conține piese mici. Se recomandă supravegherea copilului de către un adult în timpul jocului. Citiți instrucțiunile înainte de utilizare, urmați-le și păstrați-le pentru referință.Produs in Germania de Fischertechnik.",https://cdnmpro.com/708224949/p/raw/5/kit-stem-cu-modele-interactive-universal-pro-fischertechnik~19625.jpg,https://cdnmpro.com/708224949/p/raw/5/kit-stem-cu-modele-interactive-universal-pro-fischertechnik~19625.jpg|https://cdnmpro.com/708224949/p/raw/0/kit-stem-cu-modele-interactive-universal-pro-fischertechnik~19620.jpg|https://cdnmpro.com/708224949/p/raw/1/kit-stem-cu-modele-interactive-universal-pro-fischertechnik~19621.jpg|https://cdnmpro.com/708224949/p/raw/2/kit-stem-cu-modele-interactive-universal-pro-fischertechnik~19622.jpg|https://cdnmpro.com/708224949/p/raw/3/kit-stem-cu-modele-interactive-universal-pro-fischertechnik~19623.jpg,https://www.boribon.ro/cumpara/kit-stem-cu-modele-interactive-universal-pro-fischertechnik-7787,Mini Lab Pack,10%,"Kit STEM Set Constructor, Fischertechnik (4048962458527); Lampa de veghe - Muzicantii din Bremen, Egmont Toys (5420023044082); Set de explorator cu valiza, Egmont Toys (5420023043979)"
HERO,5060282510746,"Kit STEM Anatomia corpului uman, Thames & Kosmos",Thames & Kosmos,Engineering/Logic,"6 - 9, 9+",232.0,,14,,,,"inginerie,mecanică,logică spațială,motricitate fină","Construiește și programează pas cu pas, cu proiecte clare pentru acasă sau școală.","logică,programare,rezolvare de probleme,creativitate","Kit STEM Descopera corpul uman Anatomia umană este secțiunea din biologie care se referă la structura corpului uman. Kit pentru explorarea și învățarea corpului prin asamblarea unui trunchi de bărbat. Fiecare piesă a scheletului și a organelor se potrivește ca un puzzle, se poate astfel cunoaște și înțelege așezarea organelor, inclusiv creierul, sistemul scheletic, digestiv și cardiovascular.Odată ce oasele și organele sunt asamblate, întreaga structură este învelită într-o carcasă exterioară a corpului pe jumătate transparentă, permițând ca modelul anatomic să fie privit ca o expoziție de muzeu. Aflați fapte interesante despre organele umane și despre capacitatea lor uimitoare de a ne menține în viață! Model scara 1 : 6.Conține 37 piese, manual cu instrucțiuni. Vârsta recomandată: +8 ani. Confecționat din plastic. Conform reglementarilor EN71&ASTM.AVERTISMENT: Contraindicat copiilor sub 3 ani. Se recomandă supravegherea copilului de către un adult în timpul jocului. Citiți instrucțiunile înainte de utilizare, urmați-le și păstrați-le pentru referință.Produs in China pentru Thames & Kosmos, Anglia. Manual Kit STEM Anatomia corpului uman - descarca fisier",https://cdnmpro.com/708224949/p/raw/7/kit-stem-anatomia-corpului-uman-thames-kosmos~10097.jpg,https://cdnmpro.com/708224949/p/raw/7/kit-stem-anatomia-corpului-uman-thames-kosmos~10097.jpg|https://cdnmpro.com/708224949/p/raw/5/kit-stem-anatomia-corpului-uman-thames-kosmos~10095.jpg|https://cdnmpro.com/708224949/p/raw/6/kit-stem-anatomia-corpului-uman-thames-kosmos~10096.jpg|https://cdnmpro.com/708224949/p/raw/8/kit-stem-anatomia-corpului-uman-thames-kosmos~10098.jpg|https://cdnmpro.com/708224949/p/raw/6/kit-stem-anatomia-corpului-uman-thames-kosmos~14236.jpg,https://www.boribon.ro/cumpara/kit-stem-anatomia-corpului-uman-thames-kosmos-3888,Engineering + Logic Pack,10%,"Kit STEM cu modele interactive Universal Pro, Fischertechnik (4048962516647); Kit STEM de construit motoare si generatoare, Thames & Kosmos (0814743010390); Kit STEM Roboti inteligenti Pro, Fischertechnik (4048962492774)"
HERO,4048962250299,"Kit STEM Principiile mecanicii si staticii, Fischertechnik",Fischertechnik,Engineering/Logic,9+,758.0,,7,,,,"inginerie,mecanică,logică spațială,motricitate fină","Construiește și programează pas cu pas, cu proiecte clare pentru acasă sau școală.","logică,programare,rezolvare de probleme,creativitate","Kit STEM Principiile mecanicii si staticii, Setul de constructie suprem pentru orice viitor constructor de masini, tehniciar sau inginer Setul de construcție tehnică pentru toți viitorii ingineri și tehnicieni: Cum funcționează o transmisie manuală? Ce este un angrenaj planetar? Cum se proiectează un pod stabil? Răspunsurile la aceste și multe alte întrebări elementare din domeniul mecanicii se găsesc în acest set de construcție cu 30 de modele diferite. Descoperă principiile tehnologiei prin joacă! Instrucțiuni de asamblare pentru a construi 30 de modele tehnice și educative. Conține 500 de piese. Vârsta recomandată: +9 ani. Confecționat din plastic. Conform reglementarilor EN71&ASTM.AVERTISMENT: Contraindicat copiilor sub 3 ani, conține piese mici. Se recomandă supravegherea copilului de către un adult în timpul jocului. Citiți instrucțiunile înainte de utilizare, urmați-le și păstrați-le pentru referință.Produs in Germania de Fischertechnik.",https://cdnmpro.com/708224949/p/raw/3/kit-stem-principiile-mecanicii-si-staticii-fischertechnik~12103.jpg,https://cdnmpro.com/708224949/p/raw/3/kit-stem-principiile-mecanicii-si-staticii-fischertechnik~12103.jpg|https://cdnmpro.com/708224949/p/raw/4/kit-stem-principiile-mecanicii-si-staticii-fischertechnik~12104.jpg|https://cdnmpro.com/708224949/p/raw/5/kit-stem-principiile-mecanicii-si-staticii-fischertechnik~12105.jpg|https://cdnmpro.com/708224949/p/raw/6/kit-stem-principiile-mecanicii-si-staticii-fischertechnik~12106.jpg|https://cdnmpro.com/708224949/p/raw/7/kit-stem-principiile-mecanicii-si-staticii-fischertechnik~12107.jpg,https://www.boribon.ro/cumpara/kit-stem-principiile-mecanicii-si-staticii-fischertechnik-4396,Engineering + Logic Pack,10%,"Kit STEM Calendarul stiintific de Advent, Thames & Kosmos (0658606787643); Kit STEM de construit motoare si generatoare, Thames & Kosmos (0814743010390); Kit STEM Energia eoliana si aplicatiile ei, Genius Toy (4716503070797)"
HERO,4048962516654,"Kit STEM de construit si explorat Universal Max, Fischertechnik",Fischertechnik,Engineering/Logic,9+,490.0,,9,,,,"inginerie,mecanică,logică spațială,motricitate fină","Construiește și programează pas cu pas, cu proiecte clare pentru acasă sau școală.","logică,programare,rezolvare de probleme,creativitate","Kit STEM de construit si explorat Universal Max Cu Universal Max înțelegerea tehnologiei devine o aventură. Cu ajutorul unor modele captivante, cum ar fi o mașină de curse, un elicopter, o motocicleta, etc. copiii învață principiile tehnice de bază într-un mod distractiv. Universal Max nu oferă doar o gamă largă de modele, ci și culori noi și piese turnate care stimulează creativitatea micilor constructori. O jucărie distractivă și educativă care deschide lumea tehnologiei într-un mod jucăuș. Conține 375 de piese, 10 modele. Vârsta recomandată: +7 ani. Confecționat din plastic. Conform reglementarilor EN71&ASTM.AVERTISMENT: Contraindicat copiilor sub 3 ani, conține piese mici. Se recomandă supravegherea copilului de către un adult în timpul jocului. Citiți instrucțiunile înainte de utilizare, urmați-le și păstrați-le pentru referință.Produs in Germania de Fischertechnik.",https://cdnmpro.com/708224949/p/raw/4/kit-stem-de-construit-si-explorat-universal-max-fischertechnik~19614.jpg,https://cdnmpro.com/708224949/p/raw/4/kit-stem-de-construit-si-explorat-universal-max-fischertechnik~19614.jpg|https://cdnmpro.com/708224949/p/raw/3/kit-stem-de-construit-si-explorat-universal-max-fischertechnik~19613.jpg|https://cdnmpro.com/708224949/p/raw/5/kit-stem-de-construit-si-explorat-universal-max-fischertechnik~19615.jpg|https://cdnmpro.com/708224949/p/raw/6/kit-stem-de-construit-si-explorat-universal-max-fischertechnik~19616.jpg|https://cdnmpro.com/708224949/p/raw/7/kit-stem-de-construit-si-explorat-universal-max-fischertechnik~19617.jpg,https://www.boribon.ro/cumpara/kit-stem-de-construit-si-explorat-universal-max-fischertechnik-7786,Engineering + Logic Pack,10%,"Kit STEM cu modele interactive Universal Pro, Fischertechnik (4048962516647); Kit STEM Curse nebunesti, Fischertechnik (4048962492750); Joc STEM Microscop digital cu ecran integrat, TopBright (6975007386140)"
TEST,4716503043814,"Kit STEM Marele set de inginerie, Genius Toy",Gigo Toys,Robotics/Coding,"6 - 9, 9+",438.0,,61,,,,"coding,logică,algoritmi,rezolvare de probleme","Construiește și programează pas cu pas, cu proiecte clare pentru acasă sau școală.","logică,programare,rezolvare de probleme,creativitate","Kit STEM Marele set de inginerie Descoperă legile fizicii cu ajutorul vehiculelor, mașinilor și echipamentelor tehnice. ● Realizează modele interesante precum un dragster, un microscop, un submarin și multe altele. În cinci capitole, veți explora experimental diferite domenii ale fizicii și proiectării inginerești prin construirea de modele funcționale și efectuarea de teste cu acestea. Explorați vehiculele marine, submersibilele, flotabilitatea, energia eoliană, rotația, angrenajele, conversia energiei, centrul de greutate, echilibrul, pneumatica, hidraulica, statica, optica și multe altele în cinci capitole. În capitolul apă construiți modele de barcă cu reacție, submarin, catamaran și barcă cu vele. În capitolul terestru, proiectați modele de dragster, triciclu, frână de automobil, suspensie de automobil și macara turn. In capitolul aer, construiți modele de elicopter, planor, moară de vânt și frunză căzătoare. In capitolul ingineria în societate, asamblați modele de stivuitor, top, braț hidraulic, elevator cu foarfecă și instrument de măsurare a distanței. În capitolul dispozitive optice, construiți modele de stabilizator pentru aparat foto, trepied, selfie stick și microscop pentru smartphone. ● În plus față de modelele descrise în manualul de instrucțiuni, puteți proiecta și construi propriile modele. Posibilitățile de construcție în acest sistem modular de inginerie sunt practic nelimitate. Un manual complet vă ghidează construcția de modele și experimentele cu instrucțiuni ilustrate pas cu pas. Include rezervoare de apă, rezervor pneumatic și pompă de aer integrată, pistoane pneumatice, supape de schimbare, tuburi, grinzi structurale, axe, angrenaje, roți, folii și multe altele. Piesele din aceast kit sunt compatibile cu piesele altor seturi de construcție Gigo.Conține 258 piese, 22 modele, manual cu instrucțiuni. Vărsta recomandată: +8 ani. Confecționat din plastic. Conform reglementarilor EN71&ASTM.AVERTISMENT: Contraindicat copiilor sub 3 ani, conține piese mici. Se recomandă supravegherea copilului de către un adult în timpul jocului. Citiți instrucțiunile înainte de utilizare, urmați-le și păstrați-le pentru referință.Produs in Taiwan de Genius Toy. Manual Kit STEM Marele set de inginerie, Gigo Toys - descarca aici fisierul",https://cdnmpro.com/708224949/p/raw/5/kit-stem-marele-set-de-inginerie-genius-toy~19955.jpg,https://cdnmpro.com/708224949/p/raw/5/kit-stem-marele-set-de-inginerie-genius-toy~19955.jpg|https://cdnmpro.com/708224949/p/raw/0/kit-stem-marele-set-de-inginerie-genius-toy~19950.jpg|https://cdnmpro.com/708224949/p/raw/1/kit-stem-marele-set-de-inginerie-genius-toy~19951.jpg|https://cdnmpro.com/708224949/p/raw/2/kit-stem-marele-set-de-inginerie-genius-toy~19952.jpg|https://cdnmpro.com/708224949/p/raw/3/kit-stem-marele-set-de-inginerie-genius-toy~19953.jpg,https://www.boribon.ro/cumpara/kit-stem-marele-set-de-inginerie-genius-toy-7853,Robotics Starter Pack,8%,"Kit STEM Proiector Planetarium, Thames & Kosmos (0814743017931); Kit STEM Camion de santier de asamblat si manevrat, Fischertechnik (4048962549294); Kit STEM Calendarul stiintific de Advent, Thames & Kosmos (0658606787643)"
